,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,contact_web_link,supplementary_file,data_row_count,relation,relation.1
GSM887525,RCH-ACV,GSM887525,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: acute_lymphoblastic_leukaemia,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887525/suppl/GSM887525.CEL.gz,18926,,
GSM887526,RCM-1,GSM887526,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: large_intestine,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887526/suppl/GSM887526.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887527,RD-ES,GSM887527,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: bone,histology: Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887527/suppl/GSM887527.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887528,RD,GSM887528,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,ATCC,Homo sapiens,primary site: soft_tissue,histology: rhabdomyosarcoma,histology subtype1: embryonal,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887528/suppl/GSM887528.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887529,REC-1,GSM887529,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: mantle_cell_lymphoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887529/suppl/GSM887529.CEL.gz,18926,,
GSM887530,Reh,GSM887530,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,ATCC,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: acute_lymphoblastic_B_cell_leukaemia,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887530/suppl/GSM887530.CEL.gz,18926,,
GSM887531,RERF-GC-1B,GSM887531,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: stomach,histology: carcinoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887531/suppl/GSM887531.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887532,RERF-LC-Ad1,GSM887532,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887532/suppl/GSM887532.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887533,RERF-LC-Ad2,GSM887533,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887533/suppl/GSM887533.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887534,RERF-LC-AI,GSM887534,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,RIKEN,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: squamous_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887534/suppl/GSM887534.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887535,RERF-LC-KJ,GSM887535,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: non_small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887535/suppl/GSM887535.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887536,RERF-LC-MS,GSM887536,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: non_small_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887536/suppl/GSM887536.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887537,RERF-LC-Sq1,GSM887537,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,HSRRB,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: squamous_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887537/suppl/GSM887537.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887538,RH-41,GSM887538,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: soft_tissue,histology: rhabdomyosarcoma,histology subtype1: alveolar,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887538/suppl/GSM887538.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887539,RI-1,GSM887539,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: B_cell_lymphoma_unspecified,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887539/suppl/GSM887539.CEL.gz,18926,,
